,Disease,CombinedColumn,Drug Reaction,Specialities
1459,Heart attack,"call ambulance, chew or swallow asprin, keep calm, nan",hepatitis A,Hepatologist
1460,Heart attack,"call ambulance, chew or swallow asprin, keep calm, nan",Hepatitis B,hepatologist
1461,Heart attack,"call ambulance, chew or swallow asprin, keep calm, nan",Hepatitis C,Hepatologist
1462,Heart attack,"call ambulance, chew or swallow asprin, keep calm, nan",Hepatitis E,Hepatologist
1463,Heart attack,"call ambulance, chew or swallow asprin, keep calm, nan",Hepatitis D,Hepatologist
1464,Heart attack,"call ambulance, chew or swallow asprin, keep calm, nan",Alcoholic hepatitis,Hepatologist
1465,Heart attack,"call ambulance, chew or swallow asprin, keep calm, nan",Malaria,Internal Medcine
1466,Heart attack,"call ambulance, chew or swallow asprin, keep calm, nan",Dengue,Internal Medcine
1467,Heart attack,"call ambulance, chew or swallow asprin, keep calm, nan",Migraine,Neurologist
1468,Heart attack,"call ambulance, chew or swallow asprin, keep calm, nan",Cervical spondylosis,Neurologist
1469,Heart attack,"call ambulance, chew or swallow asprin, keep calm, nan",Paralysis (brain hemorrhage),Neurologist
1470,Heart attack,"call ambulance, chew or swallow asprin, keep calm, nan",AIDS,Osteopathic
1471,Heart attack,"call ambulance, chew or swallow asprin, keep calm, nan",(vertigo) Paroymsal  Positional Vertigo,Otolaryngologist
1472,Heart attack,"call ambulance, chew or swallow asprin, keep calm, nan",Common Cold,Otolaryngologist
1473,Heart attack,"call ambulance, chew or swallow asprin, keep calm, nan",Typhoid,Pediatrician
1474,Heart attack,"call ambulance, chew or swallow asprin, keep calm, nan",Varicose veins,Phlebologist
1475,Heart attack,"call ambulance, chew or swallow asprin, keep calm, nan",Bronchial Asthma,Pulmonologist
1476,Heart attack,"call ambulance, chew or swallow asprin, keep calm, nan",Pneumonia,Pulmonologist
1477,Heart attack,"call ambulance, chew or swallow asprin, keep calm, nan",Osteoarthristis,Rheumatologists
1478,Heart attack,"call ambulance, chew or swallow asprin, keep calm, nan",Arthritis,Rheumatologists
1479,Heart attack,"call ambulance, chew or swallow asprin, keep calm, nan",Tuberculosis,Tuberculosis
1480,Pneumonia,"consult doctor, medication, rest, follow up",Allergy,Allergist
1481,Pneumonia,"consult doctor, medication, rest, follow up",Hypertension ,Cardiologist
1482,Pneumonia,"consult doctor, medication, rest, follow up",Heart attack,Cardiologist
1483,Pneumonia,"consult doctor, medication, rest, follow up",Psoriasis,Dermatologist
1484,Pneumonia,"consult doctor, medication, rest, follow up",Chicken pox,Dermatologist
1485,Pneumonia,"consult doctor, medication, rest, follow up",Acne,Dermatologist
1486,Pneumonia,"consult doctor, medication, rest, follow up",Impetigo,Dermatologist
1487,Pneumonia,"consult doctor, medication, rest, follow up",Fungal infection,Dermatologist
1488,Pneumonia,"consult doctor, medication, rest, follow up",Hypothyroidism,Endocrinologist
1489,Pneumonia,"consult doctor, medication, rest, follow up",Diabetes ,Endocrinologist
1490,Pneumonia,"consult doctor, medication, rest, follow up",Hypoglycemia,Endocrinologist
1491,Pneumonia,"consult doctor, medication, rest, follow up",Hyperthyroidism,Endocrinologist
1492,Pneumonia,"consult doctor, medication, rest, follow up",GERD,Gastroenterologist
1493,Pneumonia,"consult doctor, medication, rest, follow up",Peptic ulcer diseae,Gastroenterologist
1494,Pneumonia,"consult doctor, medication, rest, follow up",Jaundice,Gastroenterologist
1495,Pneumonia,"consult doctor, medication, rest, follow up",Dimorphic hemmorhoids(piles),Gastroenterologist 
1496,Pneumonia,"consult doctor, medication, rest, follow up",Gastroenteritis,Gastroenterologist
1497,Pneumonia,"consult doctor, medication, rest, follow up",Urinary tract infection,Gynecologist
1498,Pneumonia,"consult doctor, medication, rest, follow up",Chronic cholestasis,Hepatologist
1499,Pneumonia,"consult doctor, medication, rest, follow up",hepatitis A,Hepatologist
1500,Pneumonia,"consult doctor, medication, rest, follow up",Hepatitis B,hepatologist
1501,Pneumonia,"consult doctor, medication, rest, follow up",Hepatitis C,Hepatologist
1502,Pneumonia,"consult doctor, medication, rest, follow up",Hepatitis E,Hepatologist
1503,Pneumonia,"consult doctor, medication, rest, follow up",Hepatitis D,Hepatologist
1504,Pneumonia,"consult doctor, medication, rest, follow up",Alcoholic hepatitis,Hepatologist
1505,Pneumonia,"consult doctor, medication, rest, follow up",Malaria,Internal Medcine
1506,Pneumonia,"consult doctor, medication, rest, follow up",Dengue,Internal Medcine
1507,Pneumonia,"consult doctor, medication, rest, follow up",Migraine,Neurologist
1508,Pneumonia,"consult doctor, medication, rest, follow up",Cervical spondylosis,Neurologist
1509,Pneumonia,"consult doctor, medication, rest, follow up",Paralysis (brain hemorrhage),Neurologist
1510,Pneumonia,"consult doctor, medication, rest, follow up",AIDS,Osteopathic
1511,Pneumonia,"consult doctor, medication, rest, follow up",(vertigo) Paroymsal  Positional Vertigo,Otolaryngologist
1512,Pneumonia,"consult doctor, medication, rest, follow up",Common Cold,Otolaryngologist
1513,Pneumonia,"consult doctor, medication, rest, follow up",Typhoid,Pediatrician
1514,Pneumonia,"consult doctor, medication, rest, follow up",Varicose veins,Phlebologist
1515,Pneumonia,"consult doctor, medication, rest, follow up",Bronchial Asthma,Pulmonologist
1516,Pneumonia,"consult doctor, medication, rest, follow up",Pneumonia,Pulmonologist
1517,Pneumonia,"consult doctor, medication, rest, follow up",Osteoarthristis,Rheumatologists
1518,Pneumonia,"consult doctor, medication, rest, follow up",Arthritis,Rheumatologists
1519,Pneumonia,"consult doctor, medication, rest, follow up",Tuberculosis,Tuberculosis
1520,Arthritis,"exercise, use hot and cold therapy, try acupuncture, massage",Allergy,Allergist
1521,Arthritis,"exercise, use hot and cold therapy, try acupuncture, massage",Hypertension ,Cardiologist
1522,Arthritis,"exercise, use hot and cold therapy, try acupuncture, massage",Heart attack,Cardiologist
1523,Arthritis,"exercise, use hot and cold therapy, try acupuncture, massage",Psoriasis,Dermatologist
1524,Arthritis,"exercise, use hot and cold therapy, try acupuncture, massage",Chicken pox,Dermatologist
1525,Arthritis,"exercise, use hot and cold therapy, try acupuncture, massage",Acne,Dermatologist
1526,Arthritis,"exercise, use hot and cold therapy, try acupuncture, massage",Impetigo,Dermatologist
1527,Arthritis,"exercise, use hot and cold therapy, try acupuncture, massage",Fungal infection,Dermatologist
1528,Arthritis,"exercise, use hot and cold therapy, try acupuncture, massage",Hypothyroidism,Endocrinologist
1529,Arthritis,"exercise, use hot and cold therapy, try acupuncture, massage",Diabetes ,Endocrinologist
1530,Arthritis,"exercise, use hot and cold therapy, try acupuncture, massage",Hypoglycemia,Endocrinologist
1531,Arthritis,"exercise, use hot and cold therapy, try acupuncture, massage",Hyperthyroidism,Endocrinologist
1532,Arthritis,"exercise, use hot and cold therapy, try acupuncture, massage",GERD,Gastroenterologist
1533,Arthritis,"exercise, use hot and cold therapy, try acupuncture, massage",Peptic ulcer diseae,Gastroenterologist
1534,Arthritis,"exercise, use hot and cold therapy, try acupuncture, massage",Jaundice,Gastroenterologist
1535,Arthritis,"exercise, use hot and cold therapy, try acupuncture, massage",Dimorphic hemmorhoids(piles),Gastroenterologist 
1536,Arthritis,"exercise, use hot and cold therapy, try acupuncture, massage",Gastroenteritis,Gastroenterologist
1537,Arthritis,"exercise, use hot and cold therapy, try acupuncture, massage",Urinary tract infection,Gynecologist
1538,Arthritis,"exercise, use hot and cold therapy, try acupuncture, massage",Chronic cholestasis,Hepatologist
1539,Arthritis,"exercise, use hot and cold therapy, try acupuncture, massage",hepatitis A,Hepatologist
1540,Arthritis,"exercise, use hot and cold therapy, try acupuncture, massage",Hepatitis B,hepatologist
1541,Arthritis,"exercise, use hot and cold therapy, try acupuncture, massage",Hepatitis C,Hepatologist
1542,Arthritis,"exercise, use hot and cold therapy, try acupuncture, massage",Hepatitis E,Hepatologist
1543,Arthritis,"exercise, use hot and cold therapy, try acupuncture, massage",Hepatitis D,Hepatologist
1544,Arthritis,"exercise, use hot and cold therapy, try acupuncture, massage",Alcoholic hepatitis,Hepatologist
1545,Arthritis,"exercise, use hot and cold therapy, try acupuncture, massage",Malaria,Internal Medcine
1546,Arthritis,"exercise, use hot and cold therapy, try acupuncture, massage",Dengue,Internal Medcine
1547,Arthritis,"exercise, use hot and cold therapy, try acupuncture, massage",Migraine,Neurologist
1548,Arthritis,"exercise, use hot and cold therapy, try acupuncture, massage",Cervical spondylosis,Neurologist
1549,Arthritis,"exercise, use hot and cold therapy, try acupuncture, massage",Paralysis (brain hemorrhage),Neurologist
1550,Arthritis,"exercise, use hot and cold therapy, try acupuncture, massage",AIDS,Osteopathic
1551,Arthritis,"exercise, use hot and cold therapy, try acupuncture, massage",(vertigo) Paroymsal  Positional Vertigo,Otolaryngologist
1552,Arthritis,"exercise, use hot and cold therapy, try acupuncture, massage",Common Cold,Otolaryngologist
1553,Arthritis,"exercise, use hot and cold therapy, try acupuncture, massage",Typhoid,Pediatrician
1554,Arthritis,"exercise, use hot and cold therapy, try acupuncture, massage",Varicose veins,Phlebologist
1555,Arthritis,"exercise, use hot and cold therapy, try acupuncture, massage",Bronchial Asthma,Pulmonologist
1556,Arthritis,"exercise, use hot and cold therapy, try acupuncture, massage",Pneumonia,Pulmonologist
1557,Arthritis,"exercise, use hot and cold therapy, try acupuncture, massage",Osteoarthristis,Rheumatologists
1558,Arthritis,"exercise, use hot and cold therapy, try acupuncture, massage",Arthritis,Rheumatologists
1559,Arthritis,"exercise, use hot and cold therapy, try acupuncture, massage",Tuberculosis,Tuberculosis
1560,Gastroenteritis,"stop eating solid food for while, try taking small sips of water, rest, ease back into eating",Allergy,Allergist
1561,Gastroenteritis,"stop eating solid food for while, try taking small sips of water, rest, ease back into eating",Hypertension ,Cardiologist
1562,Gastroenteritis,"stop eating solid food for while, try taking small sips of water, rest, ease back into eating",Heart attack,Cardiologist
1563,Gastroenteritis,"stop eating solid food for while, try taking small sips of water, rest, ease back into eating",Psoriasis,Dermatologist
1564,Gastroenteritis,"stop eating solid food for while, try taking small sips of water, rest, ease back into eating",Chicken pox,Dermatologist
1565,Gastroenteritis,"stop eating solid food for while, try taking small sips of water, rest, ease back into eating",Acne,Dermatologist
1566,Gastroenteritis,"stop eating solid food for while, try taking small sips of water, rest, ease back into eating",Impetigo,Dermatologist
1567,Gastroenteritis,"stop eating solid food for while, try taking small sips of water, rest, ease back into eating",Fungal infection,Dermatologist
1568,Gastroenteritis,"stop eating solid food for while, try taking small sips of water, rest, ease back into eating",Hypothyroidism,Endocrinologist
1569,Gastroenteritis,"stop eating solid food for while, try taking small sips of water, rest, ease back into eating",Diabetes ,Endocrinologist
1570,Gastroenteritis,"stop eating solid food for while, try taking small sips of water, rest, ease back into eating",Hypoglycemia,Endocrinologist
1571,Gastroenteritis,"stop eating solid food for while, try taking small sips of water, rest, ease back into eating",Hyperthyroidism,Endocrinologist
1572,Gastroenteritis,"stop eating solid food for while, try taking small sips of water, rest, ease back into eating",GERD,Gastroenterologist
1573,Gastroenteritis,"stop eating solid food for while, try taking small sips of water, rest, ease back into eating",Peptic ulcer diseae,Gastroenterologist
1574,Gastroenteritis,"stop eating solid food for while, try taking small sips of water, rest, ease back into eating",Jaundice,Gastroenterologist
1575,Gastroenteritis,"stop eating solid food for while, try taking small sips of water, rest, ease back into eating",Dimorphic hemmorhoids(piles),Gastroenterologist 
1576,Gastroenteritis,"stop eating solid food for while, try taking small sips of water, rest, ease back into eating",Gastroenteritis,Gastroenterologist
1577,Gastroenteritis,"stop eating solid food for while, try taking small sips of water, rest, ease back into eating",Urinary tract infection,Gynecologist
1578,Gastroenteritis,"stop eating solid food for while, try taking small sips of water, rest, ease back into eating",Chronic cholestasis,Hepatologist
1579,Gastroenteritis,"stop eating solid food for while, try taking small sips of water, rest, ease back into eating",hepatitis A,Hepatologist
1580,Gastroenteritis,"stop eating solid food for while, try taking small sips of water, rest, ease back into eating",Hepatitis B,hepatologist
1581,Gastroenteritis,"stop eating solid food for while, try taking small sips of water, rest, ease back into eating",Hepatitis C,Hepatologist
1582,Gastroenteritis,"stop eating solid food for while, try taking small sips of water, rest, ease back into eating",Hepatitis E,Hepatologist
1583,Gastroenteritis,"stop eating solid food for while, try taking small sips of water, rest, ease back into eating",Hepatitis D,Hepatologist
1584,Gastroenteritis,"stop eating solid food for while, try taking small sips of water, rest, ease back into eating",Alcoholic hepatitis,Hepatologist
1585,Gastroenteritis,"stop eating solid food for while, try taking small sips of water, rest, ease back into eating",Malaria,Internal Medcine
1586,Gastroenteritis,"stop eating solid food for while, try taking small sips of water, rest, ease back into eating",Dengue,Internal Medcine
1587,Gastroenteritis,"stop eating solid food for while, try taking small sips of water, rest, ease back into eating",Migraine,Neurologist
1588,Gastroenteritis,"stop eating solid food for while, try taking small sips of water, rest, ease back into eating",Cervical spondylosis,Neurologist
